# mvp-tdem synthetic altimeter 10 Hz
t_rx,agl_m
500,34.424212976232312
500.10000000000002,34.424212976232312
500.20000000000005,34.424212976232312
500.30000000000007,34.409569914531396
500.40000000000009,34.380283860952858
500.50000000000011,34.35099780737432
500.60000000000014,34.321711683972495
500.70000000000016,34.292425630393957
500.80000000000018,34.263320086062116
500.9000000000002,34.234395051837701
501.00000000000023,34.20546994865073
501.10000000000025,34.176544914426316
501.20000000000027,34.147619880201901
501.3000000000003,34.118911510880643
501.40000000000032,34.090419739566251
501.50000000000034,34.061928036181278
501.60000000000036,34.033436332796306
501.70000000000039,34.004944629411334
501.80000000000041,33.976705131329297
501.90000000000043,33.948717973206101
502.00000000000045,33.920730815082912
502.10000000000048,33.892743656959723
502.2000000000005,33.864756432110035
502.30000000000052,33.837056523961515
502.40000000000055,33.80964386441795
502.50000000000057,33.782231204874378
502.60000000000059,33.754818479974034
502.70000000000061,33.727405820430469
502.80000000000064,33.700314676012937
502.90000000000066,33.673545045188341
503.00000000000068,33.646775414363745
503.1000000000007,33.620005719715472
503.20000000000073,33.593236088890876
503.30000000000075,33.566821413898055
503.40000000000077,33.54076169642957
503.5000000000008,33.514701916829971
503.60000000000082,33.488642199361486
503.70000000000084,33.462582481893001
503.80000000000086,33.436910294421551
503.90000000000089,33.41162557851181
504.00000000000091,33.386340922885289
504.10000000000093,33.361056267258768
504.20000000000095,33.335771611632254
504.30000000000098,33.310906026879231
504.400000000001,33.286459631567588
504.50000000000102,33.262013236255953
504.60000000000105,33.237566840944318
504.70000000000107,33.213120387348013
504.80000000000109,33.189123674893473
504.90000000000111,33.165576643151773
505.00000000000114,33.142029611410081
505.10000000000116,33.118482579668388
505.20000000000118,33.094935491786273
505.30000000000121,33.07186757601643
505.40000000000123,33.04927877393385
505.50000000000125,33.026689971851269
505.60000000000127,33.004101115912867
505.7000000000013,32.981512313830287
505.80000000000132,32.959430844730136
505.90000000000134,32.937856711031586
506.00000000000136,32.916282525896357
506.10000000000139,32.894708392197799
506.20000000000141,32.873134258499242
506.30000000000143,32.852094425153375
506.40000000000146,32.831588845819006
506.50000000000148,32.811083315373558
506.6000000000015,32.790577784928118
506.70000000000152,32.770072254482677
506.80000000000155,32.750126604684105
506.90000000000157,32.730740930640302
507.00000000000159,32.711355256596505
507.10000000000161,32.691969582552709
507.20000000000164,32.672583862289926
507.30000000000166,32.653782344883602
507.40000000000168,32.635564981329281
507.50000000000171,32.617347617774961
507.60000000000173,32.59913025422064
507.70000000000175,32.580912847232803
507.80000000000177,32.563302411385592
507.9000000000018,32.546298900351431
508.00000000000182,32.529295389317276
508.10000000000184,32.512291837743646
508.20000000000186,32.495288326709485
508.30000000000189,32.478912982300805
508.40000000000191,32.463165807512937
508.50000000000193,32.447418595180935
508.60000000000196,32.431671420393066
508.70000000000198,32.415924245605197
508.800000000002,32.400824921317572
508.90000000000202,32.386373416164432
509.00000000000205,32.371921945466241
509.10000000000207,32.35747047476805
509.20000000000209,32.343019004069852
509.30000000000211,32.329233413125017
509.40000000000214,32.316113767668114
509.50000000000216,32.30299412221121
509.60000000000218,32.289874476754314
509.70000000000221,32.27675483129741
509.80000000000223,32.270194992929142
509.90000000000225,32.270194992929142
510.00000000000227,32.270194992929142
510.1000000000023,32.270194992929142
510.20000000000232,32.270194992929142
510.30000000000234,32.270194992929142
510.40000000000236,32.270194992929142
510.50000000000239,32.270194992929142
510.60000000000241,32.270194992929142
510.70000000000243,32.270194992929142
510.80000000000246,32.270194992929142
510.90000000000248,32.270194992929142
511.0000000000025,32.270194992929142
511.10000000000252,32.270194992929142
511.20000000000255,32.270194992929142
511.30000000000257,32.270194992929142
511.40000000000259,32.270194992929142
511.50000000000261,32.270194992929142
